PersonX is brought before the people  xIntent  [GEN]	to be accepted	yes
PersonX begins again  xReact  [GEN]	happy	yes
PersonX went to the car dealer  xAttr  [GEN]	rebellious	no
PersonX looks over a list  xAttr  [GEN]	helpful	yes
PersonX reads about the letter  xReact  [GEN]	shocked	yes
PersonX uses computers  HinderedBy  [GEN]	PersonX can't find a computer	yes
PersonX starts over  xReact  [GEN]	relieved	yes
PersonX wears new shoes to work  xAttr  [GEN]	stylish	yes
PersonX continues on her way  xIntent  [GEN]	to get to work	yes
PersonX moves to China  xAttr  [GEN]	ambitious	yes
PersonX tries a cup of coffee  xReact  [GEN]	relaxed	yes
PersonX tells PersonY about a very exciting event  HinderedBy  [GEN]	PersonX is too busy to help	no
PersonX employs a clown  HinderedBy  [GEN]	PersonX can't find any clowns	yes
PersonX remembers his roots  HinderedBy  [GEN]	PersonX is still stuck in a slumber	yes
PersonX wins Employee of the Year  xNeed  [GEN]	to make a decision	yes
PersonX offers a hand of friendship  xAttr  [GEN]	a good friend	yes
PersonX answers a telephone  HinderedBy  [GEN]	PersonX can't afford it	yes
PersonX fixes the place  xAttr  [GEN]	neat	yes
PersonX bathes a child  xAttr  [GEN]	a good father	yes
PersonX agrees to send PersonY an e-mail  xAttr  [GEN]	trustworthy	yes
PersonX chooses a great place to visit  xNeed  [GEN]	to be able to visit a great place	yes
PersonX is buried in an avalanche  xWant  [GEN]	to not be buried	yes
PersonX needs to find a parking space  xIntent  [GEN]	to be able to park	yes
PersonX continues on her way  HinderedBy  [GEN]	PersonX is stuck in the car park	yes
PersonX fills a broken glass with wine  xWant  [GEN]	to get drunk	yes
PersonX gets a kick out of bhangra music  xWant  [GEN]	to play with it	no
PersonX lets PersonY change  xIntent  [GEN]	to be supportive	yes
PersonX looks at something quickly  xReact  [GEN]	confused	yes
PersonX loves cake  xEffect  [GEN]	buys a cake	yes
PersonX prepares to get out of the tub  xReact  [GEN]	ashamed	no
PersonX tells about PersonY's interests  xWant  [GEN]	to talk about PersonY's interests	yes
PersonX invites PersonY to go somewhere  xNeed  [GEN]	to have an interest in PersonY	yes
PersonX answers her purpose  HinderedBy  [GEN]	PersonX is too shy to ask	yes
PersonX saw an eclipse  xAttr  [GEN]	observant	yes
PersonX gets it into his head  xIntent  [GEN]	to be the winner	yes
PersonX enjoys sleeping in her bed  HinderedBy  [GEN]	PersonX can't sleep in her bed	yes
PersonX becomes a guest  xEffect  [GEN]	is invited to dinner	yes
PersonX has an ovation  xReact  [GEN]	happy	yes
PersonX reads a handwritten note  xReact  [GEN]	sad	yes
PersonX tells PersonY to trust her  xIntent  [GEN]	to be trusted	yes
PersonX enjoys hearing PersonY tell a story  xWant  [GEN]	to be a child person	no
PersonX makes the same mistakes  xEffect  [GEN]	gets a reputation	yes
PersonX meets a person in church  xReact  [GEN]	happy	yes
PersonX likes to perform  xIntent  [GEN]	to express his feelings	yes
PersonX has to fly a kite  xReact  [GEN]	irritated	yes
PersonX uses contraception  xEffect  [GEN]	is happy	yes
PersonX does not like chewing gum  xEffect  [GEN]	stops chewing gum	yes
PersonX claims to have forgiven PersonY  xAttr  [GEN]	sincere	yes
PersonX tells PersonY about a very exciting event  xEffect  [GEN]	is thanked by PersonY	yes
PersonX is too drunk to walk  xWant  [GEN]	to be sober	yes
PersonX and PersonY's times cross  xWant  [GEN]	to get back to normal	no
PersonX eats free bread  xEffect  [GEN]	is happy	yes
PersonX gets out of the classroom  xReact  [GEN]	happy	yes
PersonX re-arranges the living room  xIntent  [GEN]	to make sure the living room looks nice	yes
PersonX studies different opinions  xWant  [GEN]	to improve his presentation skills	no
PersonX gets out of the classroom  xIntent  [GEN]	to start a new life	yes
PersonX consults her mentor  xWant  [GEN]	to see her work	yes
PersonX makes PersonY breakfast  HinderedBy  [GEN]	PersonX is too busy to cook	yes
PersonX is self-sufficient  HinderedBy  [GEN]	PersonX is careless	yes
PersonX checks the garage  HinderedBy  [GEN]	PersonX is not allowed to drive	no
PersonX withdraws $800 from the bank  HinderedBy  [GEN]	PersonX can't find a bank	yes
PersonX remembers how PersonY smiled  xEffect  [GEN]	likes PersonY	yes
PersonX helps PersonY lose weight  xReact  [GEN]	proud	yes
PersonX becomes a stranger  xEffect  [GEN]	is surprised	yes
PersonX wins the medal  xNeed  [GEN]	to be in the team	yes
PersonX sits by the fire  xIntent  [GEN]	to be close to the fire	yes
PersonX becomes a yoga instructor  xReact  [GEN]	content	yes
PersonX is a very good worker  xAttr  [GEN]	good at work	yes
PersonX and PersonY plans to leave together  xIntent  [GEN]	to be liked by PersonY	yes
PersonX becomes a stranger  xAttr  [GEN]	weird	yes
PersonX saves the doctor  xReact  [GEN]	happy	yes
PersonX practices card tricks  xNeed  [GEN]	to have a desire to practice	yes
PersonX asks to be defended  xAttr  [GEN]	stubborn	no
PersonX drives to her sister's house  xReact  [GEN]	excited	yes
PersonX is self-sufficient  xNeed  [GEN]	to have the money to buy supplies	yes
PersonX races in a car  xIntent  [GEN]	to try something new	yes
PersonX takes a diploma  xReact  [GEN]	satisfied	yes
PersonX is an auto mechanic  xNeed  [GEN]	to have a truck	no
PersonX recedes and has a second child  xEffect  [GEN]	is happier	yes
PersonX wants to give up smoking  xEffect  [GEN]	loses his temper	yes
PersonX tells PersonY that he still loves her  xIntent  [GEN]	to make PersonY happy	yes
PersonX announces PersonY as their successor  xEffect  [GEN]	is proud of PersonY	yes
PersonX holds up a gun  xIntent  [GEN]	to protect himself	yes
PersonX explains her fears  HinderedBy  [GEN]	PersonX doesn't know what she wants to say	yes
PersonX helps PersonY in a bind  xAttr  [GEN]	trustworthy	yes
PersonX wins the medal  xReact  [GEN]	satisfied	yes
PersonX watches her birthday cake collapse  xWant  [GEN]	to make something fun of it	yes
PersonX gets in trouble again  HinderedBy  [GEN]	PersonX is immune to the fear of a fight	no
PersonX is about to marry PersonY  xAttr  [GEN]	mature	yes
PersonX runs a hand over PersonY's body  xNeed  [GEN]	to have an interest in PersonY	yes
PersonX does not return the book  xEffect  [GEN]	is in trouble	yes
PersonX does his laundry  xAttr  [GEN]	lazy	no
PersonX studies different opinions  xEffect  [GEN]	gets smarter	yes
PersonX plans to go to the zoo  xEffect  [GEN]	has a good time	yes
PersonX dresses in a silly outfit  xIntent  [GEN]	to impress others	yes
PersonX and PersonY share milk  HinderedBy  [GEN]	PersonX and PersonY are allergic to milk	yes
PersonX invites PersonY to go somewhere  xWant  [GEN]	to go home	no
PersonX sits down at a pub  xEffect  [GEN]	is drunk	yes
PersonX manages a business  xAttr  [GEN]	a leader	yes
PersonX prefers animals to humans  xWant  [GEN]	to be a lion	no
PersonX does not brush his teeth  xReact  [GEN]	at ease	no
PersonX decides to punish PersonY  xAttr  [GEN]	cruel	yes
PersonX visits a cemetery  xReact  [GEN]	joyful	no
PersonX has a picnic with his family  xAttr  [GEN]	polite	yes
PersonX gets a new perspective  xNeed  [GEN]	to try something new	yes
PersonX finds out PersonY's story  xReact  [GEN]	supportive	yes
PersonX becomes very angry  xAttr  [GEN]	angry	yes
PersonX buys PersonY a plant  HinderedBy  [GEN]	PersonX can't find the plant	yes
PersonX accepts a deal  HinderedBy  [GEN]	PersonX is unhappy with his job	no
PersonX tries to prove PersonY is right  xAttr  [GEN]	persuasive	yes
PersonX eats at a restaurant  HinderedBy  [GEN]	PersonX is broke	yes
PersonX becomes wise to PersonY's ways  xReact  [GEN]	wise	yes
PersonX orders some coffee  xReact  [GEN]	full	yes
PersonX meets a person in church  xWant  [GEN]	to meet more people	no
PersonX tries to make PersonY laugh  xEffect  [GEN]	makes PersonY laugh	yes
PersonX makes a model airplane  xReact  [GEN]	proud	yes
PersonX talks about art  xNeed  [GEN]	to be interested in art	yes
PersonX offers a hand of friendship  xIntent  [GEN]	to be liked	yes
PersonX has cash flow problems  HinderedBy  [GEN]	PersonX has no money	no
PersonX brings PersonY his paycheck  xWant  [GEN]	to help PersonY	yes
PersonX is very good at her job  xWant  [GEN]	to be a boss	yes
PersonX decided to go to war  xEffect  [GEN]	saves his friend	yes
PersonX begins again  xIntent  [GEN]	to finish X	no
PersonX has discovered enough  xAttr  [GEN]	determined	yes
PersonX's family talks to her  xEffect  [GEN]	feels more at ease	yes
PersonX uses PersonY's tools  xReact  [GEN]	competent	yes
PersonX re-arranges the living room  xNeed  [GEN]	to be able to do this	yes
PersonX and PersonY get reacquainted  xNeed  [GEN]	to have a connection to PersonY	yes
PersonX falls down while PersonY laughs  xReact  [GEN]	upset	yes
PersonX asks for an omelette  xIntent  [GEN]	to enjoy the delicious food	yes
PersonX seeks out advice  HinderedBy  [GEN]	PersonX is unable to find the advice	yes
PersonX explains the point  xAttr  [GEN]	intelligent	yes
PersonX flies out the door  xIntent  [GEN]	to live	yes
PersonX is going to have a date  HinderedBy  [GEN]	PersonX is allergic to alcohol	no
PersonX enjoys sleeping in her bed  xReact  [GEN]	relaxed	yes
PersonX experiences a moment of joy  HinderedBy  [GEN]	PersonX has a fear of heights	yes
PersonX discovers a mathematical formula  xWant  [GEN]	to go to the library	yes
PersonX tells PersonY the password  xAttr  [GEN]	clever	yes
PersonX helps PersonY with her speech  xWant  [GEN]	to be a better speaker	no
PersonX fills a broken glass with wine  HinderedBy  [GEN]	PersonX can't find a glass	yes
PersonX and PersonY cook some fish  HinderedBy  [GEN]	PersonX and PersonY can't cook fish	yes
PersonX talks to one of the players  xWant  [GEN]	to win the game	yes
PersonX drinks beer in the kitchen  xReact  [GEN]	relaxed	yes
PersonX has an urge to run  xIntent  [GEN]	to get faster	yes
PersonX fails to order the tires  xReact  [GEN]	frustrated	yes
PersonX realizes what it means  xEffect  [GEN]	feels better	yes
PersonX works with other people  xAttr  [GEN]	helpful	yes
PersonX controls her  HinderedBy  [GEN]	PersonX is afraid to touch her	yes
PersonX pays to see a movie  xEffect  [GEN]	gets a hangover	no
PersonX throws PersonY the bone  HinderedBy  [GEN]	PersonX can't throw the bone	yes
PersonX spends time on task  HinderedBy  [GEN]	PersonX can't find the task to his surprise a surprise	no
PersonX hires a boat  xReact  [GEN]	content	yes
PersonX uses her smart mouth  xAttr  [GEN]	smart	yes
PersonX has an ovation  HinderedBy  [GEN]	PersonX is in the hospital	yes
PersonX accepts PersonX's purpose  xEffect  [GEN]	becomes a better person	yes
PersonX works at a hotel  xEffect  [GEN]	is tired	yes
PersonX searches his pockets  xWant  [GEN]	to find something	yes
PersonX finds time for reading  xNeed  [GEN]	to be at work	yes
PersonX manages to get out of jail  xAttr  [GEN]	courageous	yes
PersonX wins a game of cards  xEffect  [GEN]	is happy	yes
PersonX employs a clown  xEffect  [GEN]	is amused	yes
PersonX finishes the game  HinderedBy  [GEN]	PersonX can't find the game	yes
PersonX watches a car drive away  xReact  [GEN]	frightened	yes
PersonX teaches diligently  xIntent  [GEN]	to be taught	no
PersonX watches the flowers die  xWant  [GEN]	to kill the petals	no
PersonX enjoys sleeping in her bed  xNeed  [GEN]	to be in the bed	yes
PersonX understands the target  xWant  [GEN]	to get to the target	yes
PersonX has a picnic with his family  xReact  [GEN]	peaceful	yes
PersonX reads this poem  HinderedBy  [GEN]	PersonX is afraid to read	yes
PersonX calls the cat  xWant  [GEN]	to sleep in the car	no
PersonX behaves in a tactless manner  xReact  [GEN]	guilty	yes
PersonX considers the other person's needs  xWant  [GEN]	to make sure the person	no
PersonX wanted to fight PersonY  xAttr  [GEN]	aggressive	yes
PersonX reads a recipe  HinderedBy  [GEN]	PersonX doesn't know how to cook	yes
PersonX objects to PersonY's rudeness  xIntent  [GEN]	to make PersonY feel less like a jerk	yes
PersonX asks for PersonY's car keys  xWant  [GEN]	to meet PersonY	no
PersonX takes refuge in work  xIntent  [GEN]	to stay alive	yes
PersonX hosts a meal  xIntent  [GEN]	to feed and help people	yes
PersonX works as a sous-chef  xNeed  [GEN]	to be good at cooking	yes
PersonX dresses up for her old college buddies  xReact  [GEN]	happy	yes
PersonX opens a firefighting school  xEffect  [GEN]	is rewarded	yes
PersonX writes a beautiful poem  xIntent  [GEN]	to be creative	yes
PersonX gets PersonY out of a bind  xReact  [GEN]	satisfied	yes
PersonX controls her  xAttr  [GEN]	strong	yes
PersonX jumps into the volcano  xWant  [GEN]	to go straight home	yes
PersonX takes on the PersonY case  HinderedBy  [GEN]	PersonX can't find a case	yes
PersonX learns that PersonY has a cold  xEffect  [GEN]	tells PersonY to go to the hospital	yes
PersonX says that the policeman should give up  xNeed  [GEN]	to have an opinion about the policeman	yes
PersonX chooses a great place to visit  xAttr  [GEN]	a good listener	no
PersonX doesn't catch the train  xReact  [GEN]	frustrated	yes
PersonX watched a film  xReact  [GEN]	entertained	yes
PersonX claims to have forgiven PersonY  xWant  [GEN]	to be forgiven	no
PersonX meets a famous person  xReact  [GEN]	intrigued	yes
PersonX kills her boss  xWant  [GEN]	to see her boss	no
PersonX gets a car  xIntent  [GEN]	to be independent	yes
PersonX tells PersonY that he still loves her  xAttr  [GEN]	honest	yes
PersonX completes the ultimate goal  HinderedBy  [GEN]	PersonX can't get the finish line	yes
PersonX disappears for a few minutes  xEffect  [GEN]	is found by a search team	yes
PersonX kills her boss  HinderedBy  [GEN]	PersonX is afraid to touch her boss	yes
PersonX is trying to study  xEffect  [GEN]	gets a exam	no
PersonX has been cheating on PersonY  xEffect  [GEN]	is punished by PersonY	yes
PersonX buys a Bible  xEffect  [GEN]	feels better	yes
PersonX and PersonY suddenly fall in love  HinderedBy  [GEN]	PersonX is too tired to fall in love	yes
PersonX sees personY kissing PersonZ  xReact  [GEN]	embarrassed	yes
PersonX discovers a mathematical formula  xAttr  [GEN]	smart	yes
PersonX doesn't get love  xAttr  [GEN]	stubborn	yes
PersonX creates the world  xEffect  [GEN]	is celebrated in the community	yes
PersonX lies to everyone  xAttr  [GEN]	deceitful	yes
PersonX races in a car  xReact  [GEN]	exhilarated	yes
PersonX cooks PersonY some food  xNeed  [GEN]	to be able to cook	yes
PersonX embarrasses PersonY  xIntent  [GEN]	to make PersonY feel foolish	yes
PersonX turns up his music  xNeed  [GEN]	to have an idea of what to do	yes
PersonX and PersonY have a deal  HinderedBy  [GEN]	PersonX is still mad at PersonY	yes
PersonX gets nervous about a test  xIntent  [GEN]	to do the test carefully	yes
PersonX is constantly afraid  HinderedBy  [GEN]	PersonX is always safe	yes
PersonX finds a solution  xAttr  [GEN]	clever	yes
PersonX asks PersonY to help out  xAttr  [GEN]	responsible	yes
PersonX and PersonY watch the swans in flight  xReact  [GEN]	amazed	yes
PersonX expects to make a lot of money  xWant  [GEN]	to make money	yes
PersonX feels obligated to do it  xReact  [GEN]	confident	yes
PersonX invites PersonY to a meal  HinderedBy  [GEN]	PersonX is afraid of PersonY	yes
PersonX is trapped on the bed  xAttr  [GEN]	stubborn	no
PersonX takes the contract  xNeed  [GEN]	to ask someone for the contract	yes
PersonX buys a toaster  xReact  [GEN]	proud	yes
PersonX has always hated rabbits  xAttr  [GEN]	a perfectionist	no
PersonX recovers his necklace  xReact  [GEN]	pleased	yes
PersonX lands a prestigious position  xIntent  [GEN]	to earn money	yes
PersonX promises it will be a success  xAttr  [GEN]	a leader	yes
PersonX sees there's nothing in the room  xIntent  [GEN]	to find a place to stand	no
PersonX is assigned to go on the mission  xIntent  [GEN]	to be part of the team	yes
PersonX does not fall apart  xEffect  [GEN]	is a good friend	no
PersonX buys PersonY's old building  xWant  [GEN]	to build something for PersonY	no
PersonX takes his car to the garage  xIntent  [GEN]	to have a car	yes
PersonX remains steadfast in friendship  HinderedBy  [GEN]	PersonX has a bad temper	yes
PersonX gives up and goes away  xEffect  [GEN]	leaves	yes
PersonX opens a firefighting school  xIntent  [GEN]	to have a safe environment	yes
PersonX can do this  xNeed  [GEN]	to be able to do this	yes
PersonX hears PersonY approaching  xReact  [GEN]	nervous	yes
PersonX talks to you  xEffect  [GEN]	feels good about you	yes
PersonX hears PersonY approaching  xWant  [GEN]	to avoid PersonY	yes
PersonX drinks beer in the kitchen  xAttr  [GEN]	irresponsible	yes
PersonX buys PersonY's favorite drink  xEffect  [GEN]	is thanked by PersonY	yes
PersonX pours wine at a wedding  xIntent  [GEN]	to be sociable	yes
PersonX sits forward  xIntent  [GEN]	to be free	no
PersonX accidentally steps on a crack  xWant  [GEN]	to take a step back	yes
PersonX needs to find a parking space  xEffect  [GEN]	finds a parking space	yes
PersonX's family talks to her  xReact  [GEN]	relieved	yes
PersonX attends to every whim of PersonY  HinderedBy  [GEN]	PersonX is afraid of PersonY	yes
PersonX works out at the gym  xNeed  [GEN]	to have a gym membership	yes
PersonX buys a toaster  xEffect  [GEN]	is happy	yes
PersonX throws a baseball around  xEffect  [GEN]	gets grounded	yes
PersonX and PersonY form a mutual contract  xReact  [GEN]	secure	yes
PersonX gets it into his head  xEffect  [GEN]	begins to talk	yes
PersonX is on a talk show  HinderedBy  [GEN]	PersonX is too nervous to talk	yes
PersonX completes the ultimate goal  xAttr  [GEN]	an excellent athlete	yes
PersonX pours wine at a wedding  xAttr  [GEN]	nice	yes
PersonX is the gateway  xIntent  [GEN]	to the exit	no
PersonX arranges to meet PersonY at the shop  xAttr  [GEN]	a good friend	yes
PersonX evades the burglars  xIntent  [GEN]	to avoid suspicion	yes
PersonX smokes a cigarette  xReact  [GEN]	calm	yes
PersonX reads this poem  xEffect  [GEN]	feels depressed	yes
PersonX decides to fly a kite  HinderedBy  [GEN]	PersonX is afraid of flying kites	yes
PersonX repents of the crime  xWant  [GEN]	to get back at the crime	no
PersonX is drawn to the fire  xIntent  [GEN]	to see the fire	yes
PersonX has a picnic with his family  HinderedBy  [GEN]	PersonX is not allowed to go to the picnic	yes
PersonX sings along to songs  xAttr  [GEN]	a good singer	yes
PersonX offers to buy PersonY a coffee  xEffect  [GEN]	is thanked by PersonY	yes
PersonX is almost at the edge  xReact  [GEN]	safe	yes
PersonX drives an Oldsmobile  xNeed  [GEN]	to be able to drive	yes
PersonX brings back an old friend  xAttr  [GEN]	friendly	yes
PersonX talks for a while  xNeed  [GEN]	to be able to talk for a while	yes
PersonX has a plan for every eventuality  xEffect  [GEN]	has plans for every eventuality	yes
PersonX makes an appeal to PersonY  HinderedBy  [GEN]	PersonX can't find the phone to call PersonY	yes
PersonX leads a revolution  xReact  [GEN]	in need of a movement	yes
PersonX scores a hit  xNeed  [GEN]	to perform well in the game	yes
PersonX's visits PersonY  xWant  [GEN]	to see PersonY more often	yes
PersonX visits a cemetery  xAttr  [GEN]	curious	yes
PersonX spends the entire day with PersonY  xAttr  [GEN]	devoted	yes
PersonX lives up to PersonY's expectations  xEffect  [GEN]	gets to meet PersonY	yes
PersonX allows PersonY to speak  xAttr  [GEN]	supportive	yes
PersonX adds a new chapter to his book  xIntent  [GEN]	to make a difference	yes
PersonX wins a grand prize  xIntent  [GEN]	to be successful	yes
PersonX eats lots of candy  xEffect  [GEN]	loses weight	yes
PersonX inspects a fax  xIntent  [GEN]	to know what to say	yes
PersonX spends the weekend in a canoe  xEffect  [GEN]	has a good time	yes
PersonX is up-tight  xAttr  [GEN]	confident	yes
PersonX encourages PersonY to be  xEffect  [GEN]	is happy that PersonY is available	yes
PersonX gets accepted to a college  xAttr  [GEN]	ambitious	yes
PersonX made the garden  xWant  [GEN]	to start his own garden	yes
PersonX goes into the theater  xReact  [GEN]	inspired	yes
PersonX has an offer to tour China  HinderedBy  [GEN]	PersonX can't fly	yes
PersonX drives PersonY to the restaurant  xNeed  [GEN]	to have the car	yes
PersonX buys PersonY's favorite drink  xReact  [GEN]	happy	yes
PersonX seeks out advice  xWant  [GEN]	to help	yes
PersonX gets up from his chair  xEffect  [GEN]	rests	yes
PersonX takes PersonY back to his hotel room  xIntent  [GEN]	to be friendly with PersonY	yes
PersonX brings the baby home  xIntent  [GEN]	to be a good mum	yes
PersonX is watching for signs  xWant  [GEN]	to keep an eye on the situation	yes
PersonX gets the answer  xIntent  [GEN]	to do a good job	yes
PersonX moves to China  HinderedBy  [GEN]	PersonX is too young to travel	yes
PersonX and PersonY end up together  xEffect  [GEN]	and PersonY are happy	yes
PersonX gets PersonY to go  xIntent  [GEN]	to be in control	yes
PersonX studies different opinions  xReact  [GEN]	smart	yes
PersonX broke a window in PersonY's house  xEffect  [GEN]	has a broken window in the kitchen	yes
PersonX makes a fuss about PersonY  HinderedBy  [GEN]	PersonX is afraid to get involved in PersonY	yes
PersonX takes good care of himself  xEffect  [GEN]	is not depressed	yes
PersonX changes clothes at home  xIntent  [GEN]	to look good on his new work	yes
PersonX expects to make a lot of money  xEffect  [GEN]	makes it to the top	yes
PersonX gets over her anger  HinderedBy  [GEN]	PersonX can't get over her anger	yes
PersonX starts over  HinderedBy  [GEN]	PersonX can't find the money to start over	yes
PersonX has a cool idea  xIntent  [GEN]	to make a difference	yes
PersonX helps PersonY with her speech  xAttr  [GEN]	smart	yes
PersonX opens a bookstore  xIntent  [GEN]	to have a place to store	no
PersonX is disappointed in PersonY's actions  xWant  [GEN]	to see PersonY change	yes
PersonX keeps on his clothes  xReact  [GEN]	comfortable	yes
PersonX reads in front of PersonY  xIntent  [GEN]	to learn from other people	no
PersonX pats the dog  xWant  [GEN]	to play with the dog	yes
PersonX is kind  xIntent  [GEN]	to have a good time	yes
PersonX and PersonY share an experience  xReact  [GEN]	grateful	yes
PersonX dresses up for a play  xAttr  [GEN]	fashionable	yes
PersonX welcomes PersonY into his home  xIntent  [GEN]	to be friendly	yes
PersonX talks about PersonY's grandson  xIntent  [GEN]	to share his knowledge	yes
PersonX stops taking PersonY's calls  xEffect  [GEN]	is alone	yes
PersonX claims to have a child  xWant  [GEN]	to get pregnant	no
PersonX is out of his mind  HinderedBy  [GEN]	PersonX has a strong fear of being discovered	yes
PersonX smashes a hole in the wall  HinderedBy  [GEN]	PersonX has a broken tool	yes
PersonX studies in order to pass the exam  HinderedBy  [GEN]	PersonX can't find the homework	yes
PersonX doesn't like what happened  xAttr  [GEN]	annoyed	yes
PersonX decides to report a robbery  xReact  [GEN]	relieved	yes
PersonX is going to have a date  xAttr  [GEN]	outgoing	yes
PersonX moves to Minnesota  xAttr  [GEN]	independent	yes
PersonX dresses up for a play  xWant  [GEN]	to play the viola	no
PersonX puts something into the pocket  xIntent  [GEN]	to be organized	yes
PersonX is on a talk show  xEffect  [GEN]	is on TV	yes
PersonX skis on fresh snow  xReact  [GEN]	happy	yes
PersonX thinks a life of solitude is what he needs  xEffect  [GEN]	gets away from his problems	yes
PersonX reveals everything  xIntent  [GEN]	to be noticed	yes
PersonX witnesses PersonY having sex  xEffect  [GEN]	is angry	yes
PersonX is disappointed in PersonY's actions  xReact  [GEN]	upset	yes
PersonX takes a diploma  xAttr  [GEN]	smart	yes
PersonX runs a hand over PersonY's body  xWant  [GEN]	to apologize	yes
PersonX dresses in a silly outfit  xReact  [GEN]	comfortable	yes
PersonX admires the scenery  xAttr  [GEN]	curious	no
PersonX does a dangerous stunt  xIntent  [GEN]	to do something dangerous	yes
PersonX moves to Minnesota  xWant  [GEN]	to go to college	no
PersonX is really working  HinderedBy  [GEN]	PersonX is still on the phone	yes
PersonX invites PersonY to the soccer game  xIntent  [GEN]	to see PersonY happy	yes
PersonX talks about art  xWant  [GEN]	to write books	no
PersonX puts in a lot of time  xWant  [GEN]	to be the best	yes
PersonX cooks a big meal  xEffect  [GEN]	is praised by his family	yes
PersonX asks to be defended  xEffect  [GEN]	is defended	yes
PersonX threatens to leave town  HinderedBy  [GEN]	PersonX doesn't have the courage to talk to his friends	yes
PersonX gets a pat on the head from her family  HinderedBy  [GEN]	PersonX doesn't have a family	yes
PersonX give someone PersonY's forgiveness  HinderedBy  [GEN]	PersonX doesn't have the strength to forgive PersonY	yes
PersonX is about to marry PersonY  xEffect  [GEN]	is divorced	yes
PersonX finds PersonY's jacket  xReact  [GEN]	surprised	yes
PersonX decides to hurt herself  xIntent  [GEN]	to prove herself	no
PersonX has a flu  HinderedBy  [GEN]	PersonX is not sick	yes
PersonX chooses not to blame  xAttr  [GEN]	self-reliant	yes
PersonX welcomes a new year  xEffect  [GEN]	feels cheerful	yes
PersonX has a fight with his dad  xEffect  [GEN]	is in a different room	yes
PersonX uses her smart mouth  HinderedBy  [GEN]	PersonX is too shy to speak in front of others	yes
PersonX and PersonY pay bills  HinderedBy  [GEN]	PersonX and PersonY don't have enough money to pay bills	yes
PersonX accepts PersonX's purpose  HinderedBy  [GEN]	PersonX can't understand PersonX's purpose	yes
PersonX listens to the music in PersonY's car  xNeed  [GEN]	to be listening to the radio	yes
PersonX wants to be reelected  xNeed  [GEN]	to be willing to make a deal	yes
PersonX begins to love PersonY  xWant  [GEN]	to kiss PersonY	yes
PersonX feels someone following him  xEffect  [GEN]	gets angry	yes
PersonX has an urge to run  HinderedBy  [GEN]	PersonX is afraid of running	yes
PersonX buys PersonY a cell phone  xAttr  [GEN]	a philanthropist	yes
PersonX hugs PersonX  xAttr  [GEN]	kind	yes
PersonX's ankle hurts  xReact  [GEN]	angry	yes
PersonX watched a film  xEffect  [GEN]	likes the movie	yes
PersonX notices PersonY's injuries  HinderedBy  [GEN]	PersonX can't see PersonY	yes
PersonX writes the blog post  xEffect  [GEN]	receives a response	yes
PersonX's partner turns him in  xEffect  [GEN]	is furious	yes
PersonX wanted to fight PersonY  HinderedBy  [GEN]	PersonX is afraid of conflict	yes
PersonX sells apples  xWant  [GEN]	to buy a lot of apples	no
PersonX decides to fly a kite  xEffect  [GEN]	has a good time	yes
PersonX has cash flow problems  xAttr  [GEN]	poor	yes
PersonX performs a survey  HinderedBy  [GEN]	PersonX is not allowed to perform interviews	no
PersonX lets PersonY know about their feelings  xAttr  [GEN]	nice	yes
PersonX dislikes the dictator  xEffect  [GEN]	changes his mind	yes
PersonX accepts a drink  xReact  [GEN]	happy	yes
PersonX finds PersonY's jacket  xIntent  [GEN]	to find PersonY's favorite jacket	yes
PersonX gets out of the classroom  xNeed  [GEN]	to be upset	yes
PersonX sings a song in public  xNeed  [GEN]	to be able to sing	yes
PersonX has discovered enough  xIntent  [GEN]	to discover more about the world	yes
PersonX stares at a woman  xEffect  [GEN]	has a crush on the woman	yes
PersonX tries to protect himself  xReact  [GEN]	safe	yes
PersonX crosses the equator  xIntent  [GEN]	to fly	yes
PersonX makes a trip to town  xNeed  [GEN]	to be able to travel	yes
PersonX gives PersonY a good report  xIntent  [GEN]	to be a good friend	yes
PersonX and PersonY agree on a price  HinderedBy  [GEN]	PersonX and PersonY can't agree on price	yes
PersonX tries to look important  xReact  [GEN]	confident	yes
PersonX gives his love to PersonY  xAttr  [GEN]	loving	yes
PersonX teaches PersonY to be polite  xIntent  [GEN]	to impress PersonY	yes
PersonX listens to CD of Brazilian music  xNeed  [GEN]	to have a listening experience	yes
PersonX sings a song in public  xIntent  [GEN]	to be recognized	yes
PersonX reads in front of PersonY  xEffect  [GEN]	overhears PersonY's secret	yes
PersonX disappears for a few minutes  xWant  [GEN]	to return	yes
PersonX begs him to stop  xAttr  [GEN]	a stubborn person	no
PersonX is very good at her job  xAttr  [GEN]	hardworking	yes
PersonX kills some animals  xAttr  [GEN]	aggressive	yes
PersonX wants to make a good impression  xEffect  [GEN]	is respected by his friends	yes
PersonX passes the test  xAttr  [GEN]	a good debater	yes
PersonX puts money in the jukebox  xIntent  [GEN]	to get money	no
PersonX has a pot of soup  xReact  [GEN]	full	yes
PersonX finds out PersonY's story  xWant  [GEN]	to know more	no
PersonX cries out for help  xIntent  [GEN]	to help others	no
PersonX sits down at a pub  xReact  [GEN]	relaxed	yes
PersonX collects flowers for PersonY  xIntent  [GEN]	to be a good friend	yes
PersonX leaves to bring personY back  xEffect  [GEN]	is thanked by personY	yes
PersonX puts money in the jukebox  xEffect  [GEN]	has money	no
PersonX struggles to work  xReact  [GEN]	frustrated	yes
PersonX dances awkwardly  xEffect  [GEN]	gets a little bit of flak	yes
